Temperature,Humidity,PM2_5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
37.8,97.2,0.6,24.6,69.7851,30.654,1294.9799999999998,7.7,803,Poor
32.7,88.6,21.4,45.0,53.9847,30.654,2246.16,6.0,482,Poor
30.5,76.2,26.8,46.5,75.24,24.366000000000003,2750.4,9.9,624,Poor
42.2,91.6,0.4,11.5,67.5279,32.75,2463.9,5.9,683,Poor
42.0,91.8,28.0,37.4,84.4569,42.706,2120.1,3.4,682,Poor
39.5,98.6,93.8,104.7,59.6277,30.130000000000003,2647.26,6.2,713,Poor
28.8,72.7,49.8,74.8,77.121,40.872,2292.0,5.2,482,Poor
31.2,60.4,2.5,5.5,41.570100000000004,39.562,2360.76,3.6,732,Poor
31.3,100.3,7.0,26.4,57.182399999999994,52.924,2509.74,4.2,770,Poor
36.3,106.3,62.3,75.6,50.975100000000005,51.09,2383.6800000000003,5.0,682,Poor
32.8,99.6,2.2,8.0,63.201600000000006,56.330000000000005,2200.3199999999997,5.5,664,Poor
21.6,75.4,32.4,44.1,65.4588,41.134,1249.14,3.5,580,Poor
36.1,100.5,100.9,108.5,62.261100000000006,38.776,2395.14,5.0,769,Poor
40.4,79.3,29.1,43.9,58.499100000000006,47.160000000000004,2120.1,6.6,615,Poor
27.6,79.3,14.0,40.2,70.7256,27.772,2567.0400000000004,3.6,608,Poor
40.6,81.7,52.6,76.5,73.9233,38.776,1994.04,6.0,755,Poor
43.0,65.1,21.8,47.5,47.213100000000004,62.356,1948.2,4.6,569,Poor
33.2,92.5,20.0,35.6,70.3494,18.078000000000003,1856.5200000000002,4.1,655,Poor
33.5,110.4,34.0,49.8,57.182399999999994,6.812,2360.76,4.2,706,Poor
25.7,77.2,87.5,98.2,52.4799,31.44,2853.5400000000004,5.0,541,Poor
30.9,92.5,24.3,29.7,65.6469,47.160000000000004,1879.4399999999998,9.1,678,Poor
28.8,82.8,25.1,43.8,48.341699999999996,67.334,2120.1,4.2,623,Poor
38.2,95.2,63.5,88.2,70.1613,32.75,1833.6000000000001,7.1,689,Poor
32.1,84.3,4.2,14.3,69.7851,30.392,1661.7,3.3,737,Poor
27.1,66.5,14.8,29.8,66.9636,40.872,2280.54,3.3,577,Poor
34.9,96.2,48.5,66.5,54.549,39.824,2750.4,6.0,569,Poor
28.7,54.7,17.7,25.2,74.6757,25.676000000000002,2796.24,4.4,522,Poor
29.4,64.6,13.7,29.0,51.915600000000005,34.06,2097.1800000000003,5.0,722,Poor
38.3,73.3,15.0,29.6,71.6661,36.942,2658.72,4.2,373,Poor
32.2,95.9,3.0,12.3,60.568200000000004,14.41,1581.4799999999998,6.6,485,Poor
37.3,77.6,20.0,22.4,56.43,38.776,2200.3199999999997,4.5,516,Poor
29.8,55.1,15.4,27.0,54.1728,54.496,1936.74,6.5,602,Poor
33.4,96.6,14.1,25.5,50.4108,41.396,2738.94,5.5,623,Poor
33.4,88.2,74.2,91.6,75.8043,39.300000000000004,2097.1800000000003,5.5,656,Poor
30.4,93.5,8.5,29.2,68.8446,42.706,1879.4399999999998,6.0,766,Poor
33.4,85.5,55.9,60.9,67.716,26.724,1879.4399999999998,3.7,698,Poor
27.0,86.2,40.4,50.4,56.618100000000005,57.378,2280.54,9.8,581,Poor
34.9,96.2,48.5,66.5,54.549,39.824,2750.4,6.0,569,Poor
24.2,67.6,19.4,35.1,45.520199999999996,25.152,2188.86,6.2,422,Poor
31.7,88.3,13.1,26.0,62.449200000000005,48.47,2395.14,4.5,722,Poor
35.2,67.4,32.5,44.7,53.9847,20.174000000000003,3025.44,3.7,654,Poor
44.0,100.4,55.0,76.2,44.7678,48.732000000000006,2429.52,4.3,535,Poor
18.9,84.5,7.7,23.8,69.9732,42.182,2016.96,5.1,691,Poor
39.0,60.5,31.6,37.0,82.764,52.662000000000006,2635.7999999999997,5.1,406,Poor
36.5,90.3,5.1,31.6,52.4799,27.51,2429.52,5.1,630,Poor
31.9,93.9,32.7,44.6,72.9828,43.754,2887.92,3.4,564,Poor
23.3,57.5,90.3,114.3,52.103699999999996,69.69200000000001,2463.9,5.1,494,Poor
44.1,89.4,18.7,39.9,55.1133,47.422000000000004,2143.02,4.2,450,Poor
34.1,74.6,27.0,47.6,42.1344,71.264,2945.22,3.5,732,Poor
36.5,81.1,14.2,34.5,69.7851,30.916000000000004,2188.86,4.3,610,Poor
37.6,81.0,11.8,29.5,74.2995,58.426,2658.72,3.8,616,Poor
41.0,82.3,90.1,109.2,91.7928,72.05,1741.92,4.3,450,Poor
43.6,93.3,75.6,90.4,63.201600000000006,46.897999999999996,2269.08,9.6,425,Poor
34.6,97.6,52.6,69.2,62.261100000000006,29.868000000000002,2521.2000000000003,4.6,537,Poor
35.6,71.9,10.3,27.3,42.510600000000004,27.248,1902.36,4.4,555,Poor
35.5,69.0,22.0,38.7,65.835,25.938000000000002,2406.6,6.1,490,Poor
39.9,83.6,11.8,39.4,88.21889999999999,72.31200000000001,2177.4,6.8,438,Poor
32.1,90.5,51.8,69.9,50.034600000000005,58.426,1799.22,3.4,782,Poor
35.6,70.9,18.5,44.0,81.4473,32.75,1959.6599999999999,5.0,484,Poor
38.4,73.3,78.9,94.5,44.9559,60.260000000000005,2326.3799999999997,4.1,615,Poor
32.2,89.0,50.8,70.0,46.8369,64.19,2979.6,3.5,527,Poor
24.4,77.3,19.6,24.8,77.4972,46.11200000000001,2120.1,3.8,656,Poor
31.8,62.9,116.1,127.6,56.43,26.724,2589.9599999999996,3.8,790,Poor
40.4,79.3,29.1,43.9,58.499100000000006,47.160000000000004,2120.1,6.6,615,Poor
33.3,59.8,53.4,57.2,65.6469,38.252,2074.26,15.8,629,Poor
30.8,60.9,0.5,20.6,67.9041,29.343999999999998,2440.98,4.0,627,Poor
29.2,60.8,28.6,47.1,60.944399999999995,65.5,1615.86,4.9,611,Poor
38.0,94.7,16.0,35.7,57.182399999999994,30.654,2589.9599999999996,4.8,574,Poor
26.7,85.4,4.9,11.9,49.4703,50.827999999999996,2544.1200000000003,5.2,421,Poor
38.9,56.6,151.2,161.2,78.6258,29.606,2601.42,5.4,549,Poor
30.1,89.5,26.2,38.9,85.3974,50.04200000000001,2498.28,4.2,658,Poor
36.6,68.4,28.3,42.4,83.14020000000001,17.291999999999998,2418.06,3.8,726,Poor
31.3,100.3,7.0,26.4,57.182399999999994,52.924,2509.74,4.2,770,Poor
35.2,82.6,24.9,43.4,68.2803,21.222,2280.54,5.7,419,Poor
39.3,79.2,30.6,44.5,63.954,57.90200000000001,2314.92,4.6,619,Poor
28.1,87.7,39.2,53.4,73.5471,26.986000000000004,2131.56,5.2,669,Poor
38.2,67.7,5.3,19.4,54.9252,27.772,2578.5,6.1,514,Poor
38.7,72.4,3.4,23.9,47.7774,59.212,2601.42,3.9,765,Poor
33.7,67.9,1.4,13.4,49.282199999999996,42.967999999999996,2108.64,4.9,742,Poor
25.2,88.9,22.3,44.2,64.1421,45.85,2670.1800000000003,4.4,578,Poor
32.2,95.9,3.0,12.3,60.568200000000004,14.41,1581.4799999999998,6.6,485,Poor
32.6,87.7,59.1,82.6,63.389700000000005,24.628000000000004,1948.2,5.1,634,Poor
32.9,102.4,26.6,41.3,50.034600000000005,41.134,2131.56,5.4,394,Poor
39.0,90.6,55.4,67.5,44.391600000000004,42.706,2440.98,3.8,467,Poor
39.3,74.8,28.1,49.3,62.073,55.806000000000004,2108.64,3.8,730,Poor
42.9,104.0,52.5,80.9,43.0749,34.06,2773.3199999999997,4.4,680,Poor
36.0,75.3,43.4,59.5,66.0231,57.90200000000001,2257.62,3.6,468,Poor
40.4,91.4,5.1,20.6,72.9828,19.650000000000002,2589.9599999999996,9.5,599,Poor
33.8,68.6,29.9,42.3,39.3129,58.164,2647.26,3.8,430,Poor
29.9,77.8,1.5,23.4,82.3878,52.400000000000006,2165.94,6.0,681,Poor
30.3,92.2,9.2,14.4,70.5375,42.182,2544.1200000000003,5.2,652,Poor
37.5,92.0,29.0,38.5,62.073,66.024,2131.56,8.1,339,Poor
37.8,103.0,58.1,75.1,60.003899999999994,43.492000000000004,2292.0,4.5,626,Poor
36.1,81.4,44.9,50.8,63.0135,40.872,1627.32,5.3,660,Poor
35.7,94.8,13.5,38.4,62.449200000000005,28.82,1890.8999999999999,3.9,749,Poor
44.0,100.4,55.0,76.2,44.7678,48.732000000000006,2429.52,4.3,535,Poor
35.6,95.7,13.9,30.0,70.7256,31.702,2292.0,12.3,552,Poor
31.8,67.3,17.7,23.4,41.570100000000004,25.152,2853.5400000000004,5.9,689,Poor
44.2,63.5,120.8,137.5,72.7947,59.212,1615.86,3.4,707,Poor
30.3,92.2,9.2,14.4,70.5375,42.182,2544.1200000000003,5.2,652,Poor
25.7,77.2,87.5,98.2,52.4799,31.44,2853.5400000000004,5.0,541,Poor
41.1,110.2,26.6,42.7,50.4108,23.580000000000002,2750.4,8.7,814,Poor
36.5,81.6,6.1,19.4,54.549,53.71,2200.3199999999997,4.2,690,Poor
41.2,100.3,19.6,35.4,74.8638,23.842,2257.62,4.6,453,Poor
34.7,61.7,30.8,38.5,84.08070000000001,69.95400000000001,2647.26,6.4,436,Poor
35.3,66.8,25.8,35.6,80.883,38.252,2246.16,4.8,666,Poor
33.2,49.8,1.4,23.3,43.263,67.596,2360.76,6.8,730,Poor
37.0,96.6,14.8,25.2,76.3686,38.514,2418.06,10.2,673,Poor
29.0,88.6,13.2,33.7,67.9041,34.322,2658.72,4.4,706,Poor
49.4,87.2,136.2,154.5,44.7678,16.244,2429.52,4.9,762,Poor
33.8,66.1,55.5,79.2,66.2112,48.732000000000006,2360.76,4.5,636,Poor
43.5,71.9,25.1,44.1,72.2304,49.25600000000001,2062.8,6.2,569,Poor
35.3,75.4,8.0,27.1,70.1613,23.580000000000002,2085.7200000000003,21.6,696,Poor
37.7,66.9,53.6,69.5,75.8043,61.308,1592.9399999999998,4.3,458,Poor
31.9,70.1,5.5,17.5,83.14020000000001,45.064,1890.8999999999999,4.1,506,Poor
24.9,82.9,3.7,17.6,69.0327,76.242,1971.12,6.9,536,Poor
29.3,90.5,23.9,52.4,68.4684,68.906,2314.92,8.9,498,Poor
35.7,102.1,39.7,49.8,36.6795,34.06,2337.84,7.2,472,Poor
33.4,85.5,55.9,60.9,67.716,26.724,1879.4399999999998,3.7,698,Poor
36.1,70.2,19.1,37.6,52.2918,54.234,2532.66,3.9,454,Poor
36.7,81.0,28.5,43.7,42.510600000000004,51.614,2188.86,5.6,628,Poor
44.3,61.7,55.0,66.4,61.508700000000005,34.322,2085.7200000000003,4.1,614,Poor
39.3,59.7,78.3,94.6,79.3782,45.326,2509.74,3.5,582,Poor
41.4,66.1,15.1,31.6,53.9847,50.827999999999996,1890.8999999999999,5.9,776,Poor
41.2,79.1,5.6,27.6,67.5279,18.078000000000003,1902.36,7.1,359,Poor
36.1,84.1,25.6,42.0,67.1517,38.514,2738.94,5.3,444,Poor
37.1,100.9,3.5,19.9,86.526,48.208,2383.6800000000003,6.6,473,Poor
38.8,60.7,0.3,16.0,66.3993,65.238,2292.0,7.2,596,Poor
33.3,73.1,21.6,33.1,83.7045,19.388,2269.08,8.8,723,Poor
41.6,86.7,0.3,13.9,58.8753,45.85,2246.16,3.7,773,Poor
30.9,87.1,17.6,32.2,80.3187,50.304,2154.48,7.6,511,Poor
47.1,61.2,15.8,34.2,55.8657,47.946000000000005,1787.76,10.4,675,Poor
38.0,98.9,82.4,94.3,71.2899,34.322,2773.3199999999997,6.0,791,Poor
31.4,58.6,4.2,10.7,41.7582,53.448,2074.26,6.6,632,Poor
30.9,92.2,10.7,19.0,71.6661,25.152,2922.2999999999997,4.8,429,Poor
33.8,81.1,7.3,21.3,72.9828,57.64,2693.1,6.3,693,Poor
26.7,85.4,4.9,11.9,49.4703,50.827999999999996,2544.1200000000003,5.2,421,Poor
24.7,87.2,15.5,25.1,62.637299999999996,46.374,2601.42,5.1,670,Poor
48.1,94.1,4.2,19.0,44.579699999999995,15.72,1799.22,6.0,625,Poor
38.1,63.0,41.2,57.7,57.3705,63.666000000000004,2727.48,3.9,537,Poor
31.3,75.0,37.8,47.1,61.320600000000006,28.82,2143.02,5.6,451,Poor
27.9,104.7,7.3,17.6,53.4204,45.326,2784.78,5.0,505,Poor
26.8,98.6,0.9,21.6,65.4588,33.798,2292.0,6.6,712,Poor
32.7,82.0,64.9,78.4,57.3705,-4.978,2211.7799999999997,3.4,766,Poor
42.3,96.6,4.3,16.1,70.9137,8.384,2796.24,3.4,421,Poor
31.3,101.5,33.4,52.8,53.9847,47.684,2257.62,7.6,488,Poor
38.2,78.2,21.3,45.1,54.9252,43.230000000000004,1902.36,4.2,600,Poor
32.5,71.2,9.2,39.4,72.4185,55.806000000000004,1776.3,4.6,500,Poor
27.5,88.9,40.1,68.0,60.380100000000006,36.156000000000006,2578.5,4.8,413,Poor
40.6,51.7,18.8,31.5,57.182399999999994,24.89,2463.9,3.4,738,Poor
38.5,79.8,70.6,88.1,67.9041,25.676000000000002,2131.56,4.6,565,Poor
32.2,70.9,37.9,56.7,71.1018,42.444,1764.8400000000001,4.8,388,Poor
43.0,94.0,7.6,16.5,51.7275,49.78,1592.9399999999998,8.6,588,Poor
25.3,88.7,50.1,65.4,73.359,43.492000000000004,2269.08,5.1,696,Poor
29.1,93.5,9.8,30.2,55.1133,35.108000000000004,1764.8400000000001,5.4,402,Poor
36.6,97.4,13.3,31.4,53.9847,74.67,2337.84,3.4,678,Poor
42.4,97.9,28.0,53.6,69.4089,77.028,1971.12,4.9,665,Poor
32.6,79.8,33.1,45.2,60.380100000000006,13.624,2991.06,4.2,731,Poor
30.5,76.2,26.8,46.5,75.24,24.366000000000003,2750.4,9.9,624,Poor
34.0,73.8,7.0,27.4,38.9367,70.478,2326.3799999999997,3.4,749,Poor
40.9,93.8,3.4,26.7,83.8926,26.724,2005.5,3.7,759,Poor
31.8,97.6,39.5,51.6,47.9655,25.938000000000002,2074.26,6.0,652,Poor
22.2,98.7,13.2,35.8,45.144,33.012,1764.8400000000001,3.8,471,Poor
41.7,93.9,8.3,22.4,67.9041,58.426,2360.76,3.8,497,Poor
39.3,73.0,15.0,35.5,64.3302,21.222,2349.2999999999997,3.7,655,Poor
32.4,74.5,16.6,35.0,82.3878,29.606,2521.2000000000003,4.6,374,Poor
36.6,90.5,21.9,33.1,57.7467,52.138,2635.7999999999997,7.2,443,Poor
33.4,74.2,23.3,38.5,45.520199999999996,37.99,2475.36,6.7,724,Poor
31.3,73.8,33.8,46.6,58.311,59.736000000000004,2200.3199999999997,4.6,681,Poor
39.8,66.5,18.2,26.8,80.6949,44.80200000000001,1501.26,5.0,556,Poor
39.3,59.3,3.3,14.2,42.3225,48.732000000000006,2429.52,4.4,775,Poor
36.9,98.2,23.7,42.8,60.568200000000004,50.04200000000001,2463.9,6.5,493,Poor
28.9,82.1,25.1,47.5,64.7064,58.426,2062.8,5.2,675,Poor
30.0,78.1,38.4,55.7,57.9348,42.967999999999996,1661.7,5.9,739,Poor
26.7,56.6,6.8,23.6,53.796600000000005,36.156000000000006,1913.82,6.2,546,Poor
29.6,89.1,19.4,30.7,66.5874,64.714,1994.04,15.4,748,Poor
29.8,89.2,48.0,54.6,58.8753,39.038000000000004,1982.58,4.9,704,Poor
29.5,62.5,55.2,63.2,57.558600000000006,67.858,2108.64,3.4,688,Poor
32.1,80.3,13.7,28.6,69.597,39.038000000000004,2016.96,4.7,807,Poor
34.7,72.0,9.7,33.5,63.765899999999995,34.583999999999996,2635.7999999999997,4.4,475,Poor
40.1,80.2,36.5,49.6,56.43,20.96,2440.98,3.7,468,Poor
34.6,97.6,52.6,69.2,62.261100000000006,29.868000000000002,2521.2000000000003,4.6,537,Poor
18.9,84.5,7.7,23.8,69.9732,42.182,2016.96,5.1,691,Poor
35.7,102.1,39.7,49.8,36.6795,34.06,2337.84,7.2,472,Poor
32.5,74.3,5.0,18.7,60.756299999999996,40.61,2097.1800000000003,4.8,769,Poor
32.4,81.8,16.6,30.3,36.3033,35.632,1925.28,3.8,588,Poor
40.6,60.7,23.8,44.5,43.263,14.148000000000001,2326.3799999999997,5.9,500,Poor
41.5,91.3,79.5,93.5,56.43,33.536,2280.54,10.4,561,Poor
36.6,91.9,10.5,20.2,43.0749,14.41,1810.68,6.4,409,Poor
35.8,71.8,42.3,53.4,56.0538,34.846000000000004,2658.72,4.0,485,Poor
37.1,83.0,22.5,36.4,65.6469,43.754,2257.62,5.5,464,Poor
29.1,93.2,8.0,19.3,66.9636,67.596,1971.12,4.2,473,Poor
35.1,82.5,3.8,13.0,85.3974,10.218,2567.0400000000004,3.7,703,Poor
31.8,86.3,2.6,14.8,72.6066,46.374,2372.22,3.7,551,Poor
36.3,106.3,62.3,75.6,50.975100000000005,51.09,2383.6800000000003,5.0,682,Poor
29.5,69.1,30.2,35.4,81.4473,40.61,1856.5200000000002,7.0,711,Poor
39.3,57.3,39.6,59.1,41.382,46.374,1879.4399999999998,4.7,573,Poor
31.6,105.9,0.4,15.7,72.2304,31.178,1535.64,6.5,421,Poor
34.2,92.3,1.7,26.2,70.1613,32.75,2120.1,3.6,501,Poor
35.4,65.0,22.6,46.2,70.5375,60.260000000000005,2303.4599999999996,3.7,509,Poor
30.4,64.0,9.3,10.3,65.835,12.838000000000001,1799.22,5.6,708,Poor
26.7,74.2,38.5,62.5,75.6162,32.488,2303.4599999999996,4.2,802,Poor
33.4,74.2,23.3,38.5,45.520199999999996,37.99,2475.36,6.7,724,Poor
26.9,72.5,17.1,37.3,50.5989,13.624,1741.92,5.4,479,Poor
24.7,87.2,15.5,25.1,62.637299999999996,46.374,2601.42,5.1,670,Poor
36.6,74.7,11.1,30.9,52.856100000000005,42.706,1191.8400000000001,3.8,409,Poor
36.6,75.5,32.2,41.3,60.380100000000006,24.628000000000004,2234.7,4.4,543,Poor
37.8,86.3,11.9,33.1,64.8945,38.252,2452.44,7.9,535,Poor
39.3,74.8,28.1,49.3,62.073,55.806000000000004,2108.64,3.8,730,Poor
33.2,109.9,2.8,14.8,50.222699999999996,39.824,2154.48,9.0,511,Poor
30.7,93.7,135.1,144.6,69.0327,52.400000000000006,2429.52,4.1,531,Poor
41.0,60.7,26.9,56.7,72.2304,34.06,2578.5,3.5,673,Poor
31.2,72.8,2.2,11.3,48.153600000000004,33.012,2154.48,3.9,432,Poor
24.4,77.3,19.6,24.8,77.4972,46.11200000000001,2120.1,3.8,656,Poor
35.9,69.9,6.2,17.2,63.954,32.75,2498.28,7.0,447,Poor
47.0,74.1,8.6,24.1,54.737100000000005,36.68,1134.54,9.0,643,Poor
40.9,69.5,31.1,53.4,73.9233,36.68,1936.74,5.5,465,Poor
38.9,75.2,6.8,26.1,62.825399999999995,47.160000000000004,2120.1,4.3,579,Poor
39.5,82.8,68.1,80.4,63.577799999999996,60.260000000000005,3151.5,5.7,679,Poor
31.0,93.2,28.7,48.3,83.14020000000001,29.606,2624.34,10.1,592,Poor
33.1,72.7,60.7,73.6,85.7736,19.912,2188.86,3.8,446,Poor
27.4,74.7,25.9,31.1,55.4895,45.326,2612.8799999999997,5.8,501,Poor
37.5,93.5,38.5,45.1,61.508700000000005,38.252,1994.04,4.0,454,Poor
42.3,70.8,18.7,35.2,52.856100000000005,54.496,2532.66,3.9,651,Poor
32.6,77.3,12.9,33.1,73.1709,21.746000000000002,2131.56,4.3,529,Poor
36.5,81.1,14.2,34.5,69.7851,30.916000000000004,2188.86,4.3,610,Poor
36.6,68.4,28.3,42.4,83.14020000000001,17.291999999999998,2418.06,3.8,726,Poor
32.1,80.3,13.7,28.6,69.597,39.038000000000004,2016.96,4.7,807,Poor
33.2,109.9,2.8,14.8,50.222699999999996,39.824,2154.48,9.0,511,Poor
24.1,59.3,14.4,33.1,58.311,43.754,2292.0,5.3,622,Poor
45.8,96.4,0.4,10.0,64.1421,31.178,2177.4,11.6,374,Poor
39.6,74.9,1.1,22.8,54.549,56.330000000000005,1936.74,4.6,587,Poor
33.2,101.3,14.7,20.5,68.8446,37.204,1753.38,8.4,509,Poor
41.1,86.1,15.8,34.3,65.6469,45.85,2154.48,5.0,716,Poor
35.8,90.0,9.0,27.5,70.7256,44.80200000000001,2314.92,4.6,644,Poor
31.4,97.3,70.4,97.4,73.7352,54.496,2097.1800000000003,5.3,480,Poor
32.6,77.3,12.9,33.1,73.1709,21.746000000000002,2131.56,4.3,529,Poor
41.4,93.0,30.7,45.3,75.8043,32.75,1867.9799999999998,4.2,600,Poor
28.0,90.3,35.4,58.2,77.4972,20.698,2360.76,5.1,662,Poor
33.3,92.2,5.0,25.3,56.0538,51.614,1615.86,3.9,494,Poor
36.7,82.4,9.6,18.8,51.3513,60.784,1948.2,4.3,598,Poor
43.1,75.5,6.4,14.2,72.9828,28.82,2567.0400000000004,9.0,644,Poor
32.6,82.7,71.2,87.5,56.9943,41.396,2647.26,6.3,712,Poor
40.0,75.6,16.8,35.2,65.6469,37.204,2395.14,6.5,591,Poor
40.1,70.6,9.2,17.9,54.9252,47.160000000000004,2475.36,4.6,569,Poor
31.8,67.3,17.7,23.4,41.570100000000004,25.152,2853.5400000000004,5.9,689,Poor
24.2,67.6,19.4,35.1,45.520199999999996,25.152,2188.86,6.2,422,Poor
41.2,80.2,10.8,34.5,48.341699999999996,29.868000000000002,2383.6800000000003,3.7,714,Poor
38.5,81.3,43.9,52.4,74.8638,22.532,1776.3,3.5,670,Poor
34.6,75.7,3.7,27.7,60.568200000000004,10.218,2188.86,3.6,703,Poor
34.7,80.2,22.7,41.3,59.439600000000006,51.614,2337.84,3.9,798,Poor
36.5,62.0,42.7,54.8,47.5893,56.854,2842.08,3.5,623,Poor
33.5,76.3,1.0,25.2,32.7294,49.78,2830.6200000000003,3.4,666,Poor
40.7,67.9,12.1,30.6,67.5279,49.518,2567.0400000000004,5.5,504,Poor
35.2,67.4,32.5,44.7,53.9847,20.174000000000003,3025.44,3.7,654,Poor
36.6,69.9,46.0,59.1,86.7141,17.291999999999998,2108.64,3.6,649,Poor
30.9,94.4,48.3,67.1,59.063399999999994,61.04600000000001,2005.5,4.3,779,Poor
32.4,80.4,36.4,52.2,69.2208,55.282000000000004,2016.96,9.0,643,Poor
46.0,90.9,11.0,30.8,49.282199999999996,39.300000000000004,2039.88,5.6,736,Poor
42.1,80.6,30.9,41.8,69.4089,31.44,2395.14,4.3,437,Poor
29.7,93.5,2.9,21.9,57.3705,26.200000000000003,2051.34,3.7,816,Poor
26.8,98.6,0.9,21.6,65.4588,33.798,2292.0,6.6,712,Poor
35.5,71.8,7.4,27.5,63.577799999999996,59.212,2188.86,3.9,676,Poor
41.4,86.0,25.7,35.8,74.4876,12.576,2280.54,6.1,449,Poor
35.7,91.0,49.9,50.3,35.739,40.348000000000006,2223.24,4.2,539,Poor
25.5,68.4,54.1,64.4,57.9348,1.8339999999999999,2074.26,5.7,671,Poor
38.0,98.9,82.4,94.3,71.2899,34.322,2773.3199999999997,6.0,791,Poor
30.7,80.6,7.6,17.9,44.391600000000004,69.69200000000001,2498.28,4.2,677,Poor
30.4,93.5,8.5,29.2,68.8446,42.706,1879.4399999999998,6.0,766,Poor
40.0,68.1,31.6,45.7,71.6661,37.728,2486.8199999999997,4.0,596,Poor
33.2,76.6,6.9,23.1,58.311,44.80200000000001,2360.76,4.8,804,Poor
24.2,67.6,19.4,35.1,45.520199999999996,25.152,2188.86,6.2,422,Poor
34.6,65.2,47.0,59.9,45.8964,40.872,2463.9,7.0,771,Poor
31.1,59.7,29.0,47.1,46.8369,26.724,2486.8199999999997,4.4,822,Poor
35.6,74.6,64.2,76.2,82.5759,45.588,2991.06,3.5,679,Poor
40.9,80.9,13.5,26.8,70.5375,42.444,2727.48,3.8,630,Poor
25.2,69.1,75.3,89.9,56.618100000000005,28.296000000000003,2498.28,8.4,483,Poor
33.9,59.2,61.7,81.9,78.0615,56.592000000000006,1971.12,7.1,503,Poor
39.4,80.3,37.6,53.3,73.359,35.632,2280.54,4.4,448,Poor
37.6,87.7,13.4,32.0,56.9943,34.322,2761.86,7.9,825,Poor
38.6,76.2,26.0,48.7,61.696799999999996,9.17,2429.52,3.7,612,Poor
47.4,82.8,14.5,33.5,60.756299999999996,49.518,2108.64,5.1,600,Poor
26.9,72.5,17.1,37.3,50.5989,13.624,1741.92,5.4,479,Poor
34.4,90.0,4.9,16.4,27.4626,33.012,1959.6599999999999,6.8,488,Poor
30.9,92.5,24.3,29.7,65.6469,47.160000000000004,1879.4399999999998,9.1,678,Poor
31.5,105.1,4.6,9.8,61.1325,55.806000000000004,2177.4,6.2,786,Poor
35.7,99.9,20.2,33.8,70.9137,48.47,2383.6800000000003,7.1,599,Poor
31.8,86.3,2.6,14.8,72.6066,46.374,2372.22,3.7,551,Poor
32.2,70.0,3.5,10.2,47.7774,50.566,2968.14,3.9,735,Poor
32.5,80.7,27.8,41.2,78.2496,33.798,1994.04,4.2,623,Poor
41.1,70.0,30.3,40.1,68.4684,19.912,2876.4599999999996,5.0,647,Poor
42.1,87.0,83.5,97.7,79.9425,13.886,2498.28,11.6,712,Poor
43.0,83.1,58.2,80.2,65.2707,23.842,2154.48,6.0,375,Poor
30.2,72.3,13.7,22.2,56.0538,26.462,1994.04,9.7,555,Poor
32.1,84.3,4.2,14.3,69.7851,30.392,1661.7,3.3,737,Poor
30.7,93.7,135.1,144.6,69.0327,52.400000000000006,2429.52,4.1,531,Poor
35.6,95.8,41.4,62.5,52.103699999999996,38.776,2521.2000000000003,5.8,423,Poor
25.1,78.5,39.9,54.2,70.5375,51.876000000000005,2521.2000000000003,3.4,463,Poor
36.8,82.8,7.3,17.9,62.449200000000005,44.54,2177.4,4.3,678,Poor
29.4,72.4,4.1,7.5,51.915600000000005,9.956,1810.68,3.6,629,Poor
36.0,70.9,67.7,75.3,46.8369,64.714,2440.98,8.3,458,Poor
38.6,97.4,63.3,78.4,55.3014,47.946000000000005,1833.6000000000001,5.1,554,Poor
35.0,80.4,6.7,30.2,91.04039999999999,37.99,2246.16,5.2,747,Poor
28.0,90.3,35.4,58.2,77.4972,20.698,2360.76,5.1,662,Poor
33.2,67.6,28.0,36.5,56.9943,49.78,2280.54,3.8,571,Poor
38.5,103.0,12.2,37.4,76.1805,51.09,2165.94,7.2,527,Poor
36.9,84.6,58.5,75.7,73.5471,34.322,2246.16,4.6,609,Poor
25.5,68.4,54.1,64.4,57.9348,1.8339999999999999,2074.26,5.7,671,Poor
42.3,96.6,4.3,16.1,70.9137,8.384,2796.24,3.4,421,Poor
30.1,89.5,26.2,38.9,85.3974,50.04200000000001,2498.28,4.2,658,Poor
39.0,60.5,31.6,37.0,82.764,52.662000000000006,2635.7999999999997,5.1,406,Poor
34.9,96.2,48.5,66.5,54.549,39.824,2750.4,6.0,569,Poor
31.3,68.3,26.6,31.6,75.4281,51.876000000000005,1730.46,10.4,568,Poor
29.0,79.7,92.7,112.4,62.449200000000005,18.078000000000003,2108.64,14.0,785,Poor
19.2,66.2,16.4,44.9,35.3628,18.602,2578.5,4.4,799,Poor
40.5,83.3,8.8,30.9,43.0749,36.942,2418.06,8.6,757,Poor
28.9,87.5,13.4,37.1,64.5183,23.318,2177.4,8.0,612,Poor
33.8,72.7,60.4,71.8,57.7467,51.09,1741.92,7.9,610,Poor
40.0,75.6,16.8,35.2,65.6469,37.204,2395.14,6.5,591,Poor
41.7,82.5,1.7,15.8,58.499100000000006,33.274,2062.8,4.6,735,Poor
34.2,81.3,54.5,65.0,53.0442,30.392,2509.74,6.4,709,Poor
29.5,69.1,21.9,45.5,59.6277,59.474000000000004,2280.54,5.3,553,Poor
31.9,91.7,5.0,6.8,46.6488,44.016000000000005,2349.2999999999997,3.5,828,Poor
32.4,81.8,16.6,30.3,36.3033,35.632,1925.28,3.8,588,Poor
